;user;tweet_type;verified;followers;hashtags
8188;Zanahmorim;recent;False;278;['DavidLuizNoMengo']
8189;Maic_Almeida;recent;False;648;['DavidLuizNoMengo']
8190;tjnascimento_;recent;False;20;['USOpenNaESPN']
8191;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8192;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8193;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8194;CrfRafael7;recent;False;1046;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8195;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8196;luanpsicopata;recent;False;588;['SetembroAmarelo']
8197;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8198;FernandoGSales;recent;False;171;['CinderellaMovie']
8199;AcciolyMary;recent;False;1646;['LulaeoPovo']
8200;henriqpalmiery;recent;False;7650;['Forazema']
8201;bbebelo_;recent;False;1781;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8202;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8203;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8204;Vinizer5h;recent;False;1578;['DavidLuizNoMengo']
8205;RenatoMarassi;recent;False;1396;['Ciro2022', 'CiroGames', 'AgoraÉCiro', 'NemLulaNemBolsonaro']
8206;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8207;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8208;Rogerio58651551;recent;False;260;['DavidLuizNoMengao']
8209;bbebelo_;recent;False;1781;['DavidLuizNoMengao']
8210;kaiporablack;recent;False;151;['DavidLuizNoMengo']
8211;elianalima;recent;False;62883;['forçaMamberti']
8212;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8213;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8214;_eliisangeela;recent;False;69;['Dormir', 'Bjoss', 'BoaNoite', 'Deus']
8215;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8216;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8217;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8218;jjpjr_junior;recent;False;118;['DavidLuizNoMengo']
8219;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8220;pabloppb12;recent;False;876;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8221;larasalazar_;recent;False;327;['whitelotus']
8222;GabeCCastro;recent;False;79;['TomHolland', 'SuperCute']
8223;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8224;Maic_Almeida;recent;False;648;['DavidLuizNoMengo']
8225;CLAUDIOJKL;recent;False;1385;['DavidLuizNoMengao']
8226;O4Alemao;recent;False;90;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8227;thatawannalemos;recent;False;105;['MichaelJFox']
8228;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8229;claudio_psciano;recent;False;3605;['NosTemposDoImperador']
8230;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8231;Yony_Gonzalez;recent;False;155;['ÁguilasPorElMundo', 'SiempreÁguilas', 'SOMOSAMÉRICA']
8232;AllexandreDM;recent;False;461;['AllexandreDM']
8233;be_anndrade;recent;False;379;['Impuros']
8234;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8235;Zanahmorim;recent;False;278;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8236;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8237;LucasNu66996941;recent;False;3;['DavidLuizNoMengo']
8238;MayconAMoura;recent;False;1102;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8239;marcosmartinsbr;recent;False;29;['DavidLuizNoMengao']
8240;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8241;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8242;jefferson1nico;recent;False;408;['trocadepasses']
8243;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8244;MayconAMoura;recent;False;1102;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8245;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8246;viniciussglrt;recent;False;269;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8247;RoneyDa61974452;recent;False;0;['DavidLuizNoMengao']
8248;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8249;JornalFla10;recent;False;3833;['DavidLuizNoMengo']
8250;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8251;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8252;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8253;CruzFlaRR;recent;False;164;['DavidLuizNoMengo']
8254;FLATTSidney;recent;False;550;['DavidLuizNoMengao']
8255;Jrafick;recent;False;773;['DavidLuizNoMengo']
8256;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8257;fepizzotti;recent;False;311;['DavidLuizNoMengo']
8258;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8259;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8260;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8261;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8262;FluBarba;recent;False;1230;['FLU', 'DIADEFLU']
8263;SandraRLSS;recent;False;3158;['VotaçãoNaIlha']
8264;dorameirab3;recent;False;1729;['Lost']
8265;bbebelo_;recent;False;1781;['DavidLuizNoMengao']
8266;Zanahmorim;recent;False;278;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8267;AllexandreDM;recent;False;461;['AllexandreDM']
8268;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8269;raphaelhenriq11;recent;False;50;['DavidLuizNoMengao']
8270;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8271;MayconAMoura;recent;False;1102;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8272;DEYVIDLEITE;recent;False;307;['OI']
8273;AndreyOliver_69;recent;False;1375;['DavidLuizNoMengo']
8274;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8275;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8276;bbebelo_;recent;False;1781;['DavidLuizNoMengao']
8277;_JorgeCarneiro;recent;False;7;['ensaiofotografico', 'sensualidade', 'iso120magazine', 'ocfportrait']
8278;AllexandreDM;recent;False;461;['AllexandreDM']
8279;MuriloG1962;recent;False;6;['USOPENnoSporTV']
8280;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8281;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8282;bbebelo_;recent;False;1781;['DavidLuizNoMengo']
8283;Mark_MRodrigues;recent;False;335;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8284;JUNIORSOUZA99;recent;False;119;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8285;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8286;Viniciuss_ss;recent;False;53;['DavidLuizNoMengo']
8287;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8288;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8289;AllexandreDM;recent;False;461;['AllexandreDM']
8290;Filipe90329146;recent;False;523;['ToContigoBolsonaro']
8291;almeiidaa_thais;recent;False;4048;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8292;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8293;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8294;ascencio2711;recent;False;154;['PEC32Nao']
8295;LuizTosta7;recent;False;17;['DavidLuizNoMengo']
8296;tonachuvaa;recent;False;22;['DavidLuizNoMengo']
8297;fabiomota272;recent;False;353;['DavidLuizNoMengao']
8298;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8299;WhiteThase;recent;False;3;['nofapsetember']
8300;Mark_MRodrigues;recent;False;335;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8301;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8302;pattyrgoes;recent;False;3334;['MeuAniversárioNoTwitter']
8303;sullacard;recent;False;2199;['Dia7VaiserGigante']
8304;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8305;MuriloG1962;recent;False;6;['USOpenNoSporTV']
8306;giezybatista;recent;False;739;['ParalimpicoEmToquio']
8307;Zanahmorim;recent;False;278;['DavidLuizNoMengo']
8308;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8309;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8310;MayconAMoura;recent;False;1102;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8311;AllexandreDM;recent;False;461;['AllexandreDM']
8312;braiangtr;recent;False;2484;['ShangChi']
8313;r7736lima;recent;False;1376;['LEVANTAPOVOBRASILEIRO']
8314;marciodiehl;recent;False;438;['USOpenNaESPN']
8315;FelipeSallees;recent;False;211;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8316;Ecafe33;recent;False;477;['NEYDAY']
8317;AssunoRafael;recent;False;320;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8318;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8319;RaelCrespo;recent;False;4547;['DavidLuizNoMengo']
8320;AssunoRafael;recent;False;320;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8321;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8322;caraliofarias;recent;False;2578;['DavidLuizNoMengo']
8323;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8324;Neurofla;recent;False;65;['DaviLuizNoMengo']
8325;_Maforte;recent;False;755;['neyday']
8326;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8327;claudio_psciano;recent;False;3605;['NosTemposDoImperador']
8328;MuriloG1962;recent;False;6;['USOpenNoSporTV']
8329;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8330;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8331;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8332;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8333;ryancunha2_;recent;False;773;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8334;JoaoRos90177181;recent;False;164;['internationalcalls']
8335;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8336;RenanMaximo17_y;recent;False;481;['DavidLuizNoMengo']
8337;almeiidaa_thais;recent;False;4048;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8338;almeiidaa_thais;recent;False;4048;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8339;allanbrazute;recent;False;171;['BolsonaroAutorized']
8340;jugoulart38;recent;False;42;['DavidLuizNoMengao', 'DavidLuizNoMengao']
8341;Ademils80389060;recent;False;471;['MeuAniversárioDoTwitter']
8342;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8343;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8344;JornalFla10;recent;False;3833;['DavidLuizNoMengo']
8345;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8346;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8347;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8348;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8349;smp_sonia;recent;False;74;['NaoAoPassaporteSanitario']
8350;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8351;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8352;ArhamEduardo;recent;False;94;['September1st']
8353;CRFCAIO333;recent;False;250;['amassarj']
8354;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8355;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8356;AssunoRafael;recent;False;320;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8357;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8358;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8359;cramos72;recent;False;49;['DavidLuizNoMengo']
8360;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8361;JornalFla10;recent;False;3833;['DavidLuizNoMengo']
8362;Fefezada;recent;False;1523;['GreysAnatomy']
8363;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8364;MaxGodoysantos;recent;False;169;['DavidLuizNoMengao']
8365;cramos72;recent;False;49;['DavidLuizNoMengao']
8366;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8367;kennadytandy;recent;False;17040;['QuintaDetremuraSDV']
8368;sleepguy888;recent;False;1002;['TheBeatles', 'LetItBe']
8369;r7736lima;recent;False;1376;['LEVANTAPOVOBRASILEIRO']
8370;claudio_psciano;recent;False;3605;['NosTemposDoImperador']
8371;andreluciano10;recent;False;133;['risadas', 'camaradeputados', 'câmeradevereadores', 'Politica', 'política', 'vereadores']
8372;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8373;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8374;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8375;analuizafds_;recent;False;366;['chateada']
8376;r7736lima;recent;False;1376;['LEVANTAPOVOBRASILEIRO']
8377;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8378;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8379;jugoulart38;recent;False;42;['DavidLuizNoMengao']
8380;Juliorasecrj;recent;False;1626;['pai', 'saudade']
8381;JFS_05;recent;False;554;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8382;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8383;jvmoraesytb;recent;False;1091;['Fuzuedostralhas']
8384;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8385;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8386;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8387;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8388;jugoulart38;recent;False;42;['DavidLuizNoMengo']
8389;Aquiladc1;recent;False;8;['BusãoLivre']
8390;MarcioT97;recent;False;235;['DavidLuizNoMengao']
8391;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8392;claudio_psciano;recent;False;3605;['NosTemposDoImperador']
8393;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8394;Miriam__GM;recent;False;961;['WTH']
8395;Marcos17099556;recent;False;31;['DavidLuizNoMengo']
8396;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8397;opa_milaa;recent;False;1319;['Fuzuêdostralhas']
8398;jugoulart38;recent;False;42;['DavidLuizNoMengo']
8399;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8400;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8401;FelipeSallees;recent;False;211;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8402;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8403;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8404;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8405;jugoulart38;recent;False;42;['DavidLuizNoMengo']
8406;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8407;bernardojessie3;recent;False;961;['VotacaoNaIlha']
8408;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8409;paulorob12;recent;False;326;['PEC32daDestruicao']
8410;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8411;acyrneto;recent;False;1092;['DavidLuizNoMengo', 'hashtag']
8412;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8413;r7736lima;recent;False;1376;['LEVANTAPOVOBRASILEIRO']
8414;pcpaulochaves;recent;False;63;['sertanejo', 'acústico', 'spotify']
8415;ygorasmar;recent;False;743;['ParaisoTropicalNoVIVA']
8416;Eliedso40981770;recent;False;85;['NewProfilePic']
8417;Maic_Almeida;recent;False;648;['DavidLuizNoMengo']
8418;jamily2017;recent;False;755;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8419;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8420;fabiomota272;recent;False;353;['DavidLuizNoMengao']
8421;pscmendes;recent;False;345;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8422;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8423;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8424;BrunoCe54881814;recent;False;2123;['VerdadesSecretas']
8425;JonatasBarrospp;recent;False;715;['pokemon']
8426;r7736lima;recent;False;1376;['LEVANTAPOVOBRASILEIRO']
8427;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8428;AssunoRafael;recent;False;320;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8429;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8430;brunobaesso55;recent;False;10026;['Fortnite', 'NoobsItalianos', 'OldSchool']
8431;AssunoRafael;recent;False;320;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8432;vtrodriguesf;recent;False;604;['DavidLuizNoMengo']
8433;AnaKZan;recent;False;67;['flores', 'flor', 'flowersofinstagram', 'flowers', 'flower']
8434;ua_nda;recent;False;2280;['MonteiroLopesDaUanda']
8435;JornalFla10;recent;False;3833;['DavidLuizNoMengo']
8436;MayconAMoura;recent;False;1102;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8437;omattleao;recent;False;144;['LGBT']
8438;PutoSolteiro;recent;False;421;['MeuAniversárioNoTwitter']
8439;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo']
8440;marcoalmeida14;recent;False;279;['LGBTQ', 'preconceito', 'familia']
8441;proglassvidros;recent;False;85;['google', 'proglassvidros', 'whatsapp']
8442;AdonildaO;recent;False;16;['VotacaoNaIlha']
8443;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8444;MayconAMoura;recent;False;1102;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8445;RenanMaximo17_y;recent;False;481;['DavidLuizNoMengo']
8446;b3aaaAh;recent;False;59;['SetembroAmarelo']
8447;braga_gustagro;recent;False;170;['BusãoLivre']
8448;hilton20121;recent;False;4122;['AceitaPacheco']
8449;JornalFla10;recent;False;3833;['DavidLuizNoMengo']
8450;jottabxd22;recent;False;1179;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8451;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8452;MayconAMoura;recent;False;1102;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8453;O4Alemao;recent;False;90;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8454;Ivairpfranco;recent;False;619;['Doação', 'Doar']
8455;jottabxd22;recent;False;1179;['DavidLuizNoMengo']
8456;Cleber_Henrique;recent;False;9319;['biscoito', 'Sac']
8457;befx22;recent;False;1220;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8458;LucasLeite072;recent;False;921;['BDayCarol']
8459;Renan_LT;recent;False;125;['VerdadesSecretas']
8460;Maic_Almeida;recent;False;648;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8461;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8462;tiagoneves_tia;recent;False;49;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8463;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8464;MayconAMoura;recent;False;1102;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8465;jottabxd22;recent;False;1179;['DavidLuizNoMengo']
8466;AssunoRafael;recent;False;320;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8467;Deborahillary02;recent;False;0;['MHillary']
8468;DanielMathiasd3;recent;False;7;['DavidLuizNoMengo']
8469;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8470;O4Alemao;recent;False;90;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8471;pedrodiias;recent;False;372;['Tbt', 'DESTÁ', 'momentos']
8472;jottabxd22;recent;False;1179;['DavidLuizNoMengo']
8473;Maic_Almeida;recent;False;648;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8474;jottabxd22;recent;False;1179;['DavidLuizNoMengo']
8475;letii_tb;recent;False;69;['MP1045Não']
8476;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8477;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8478;MayconAMoura;recent;False;1102;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8479;RenanMaximo17_y;recent;False;481;['DavidLuizNoMengo']
8480;vtrodriguesf;recent;False;604;['DavidLuizNoMengo']
8481;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8482;iironicos;recent;False;909;['ForaPauloCarneiro']
8483;opa_milaa;recent;False;1319;['Fuzuêdostralhas']
8484;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8485;Paulojo16706129;recent;False;56;['DavidLuizNoMengao', 'Daviluiznomengao']
8486;MayconAMoura;recent;False;1102;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8487;ThedtryTechno;recent;False;600;['DavidLuizNoMengao', 'DavidLuizNoMengo']
8488;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8489;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8490;fabifreitas79;recent;False;131;['VerdadesSecretas']
8491;BetaoBH;recent;False;1329;['BusãoLivre']
8492;RenanMaximo17_y;recent;False;481;['DavidLuizNoMengo']
8493;qinfernodocarai;recent;False;4968;['MeuAniversárioDoTwitter']
8494;lnpalacios;recent;False;188;['12deSetembroEuVou']
8495;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8496;naldofln;recent;False;1442;['CiroAvisou']
8497;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8498;JornalFla10;recent;False;3833;['DavidLuizNoMengo', 'DavidLuizNoMengao']
8499;TioDeVcs;recent;False;364;['LulaLadrao']
8500;Cleber_Henrique;recent;False;9319;['Zendaya']
8501;JornalFla10;recent;False;3833;['DavidLuizNoMengo']
8502;Miriam__GM;recent;False;961;['Ida']
8503;Caio_MR_DaManga;recent;False;720;['DavidLuizNoMengo']
8504;Guihzinhou;recent;False;167;['tbt']
8505;Maic_Almeida;recent;False;648;['DavidLuizNoMengo']
8506;ClaudioCMaciel;recent;False;4261;['lulaOpovoTeOdeia']
8507;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8508;wessdjesus;recent;False;71;['FuzisAcimadeTudo']
8509;Iza_rochac;recent;False;1423;['DavidLuizNoMengao', 'DavidLuizNoMengo']
8510;_annderson;recent;False;2368;['USOpen']
8511;lopes_877;recent;False;272;['DavidLuizNoMengo']
8512;zenaideBH;recent;False;3804;['LulaPresidente2022']
8513;encspb;recent;False;166;['joaopessoa', 'joaopessoaparaiba']
8514;crfcarlinhos75;recent;False;459;['DavidLuizNoFlamengo', 'DavidLuizNoMengao']
8515;ckmdias;recent;False;1093;['DavidLuizNoMengao']
8516;ferreiranabela;recent;False;430;['MeuAniversárioDoTwitter']
8517;AssunoRafael;recent;False;320;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8518;crfcarlinhos75;recent;False;459;['DavidLuizNoFlamengo']
8519;AssunoRafael;recent;False;320;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8520;RenanMaximo17_y;recent;False;481;['DavidLuizNoMengo']
8521;claudio_psciano;recent;False;3605;['NosTemposDoImperador']
8522;FagneerVileela;recent;False;19159;['AFazenda13']
8523;crfcarlinhos75;recent;False;459;['DavidLuizNoMengao']
8524;Leoleo_57;recent;False;1572;['justiçapelorg']
8525;AssunoRafael;recent;False;320;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8526;goiabbaa;recent;False;330;['DavidLuizNoFlamengo']
8527;TalitaPortella1;recent;False;168;['ParaisoTropicalNoVIVA']
8528;klenner77;recent;False;100;['MyTwitterAnniversary']
8529;Zanahmorim;recent;False;278;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8530;Zanahmorim;recent;False;278;['DavidLuizNoMengo', 'DavidLuizNoMengo']
8531;PedroLepper;recent;False;842;['Tobeemtokyo']
8532;MayconAMoura;recent;False;1102;['DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo', 'DavidLuizNoMengo']
8533;DaanMartinss;recent;False;663;['VerdadesSecretas']
8534;fulherdemases;recent;False;313;['rendeu', 'cansada']
8535;ClaraNogueiira;recent;False;159;['IlhaRecord']
